Date,T,V,P,S,F
2016-02-01,38.8688,6.274,2.835708661417323,17.5,81.018
2016-03-01,38.354,4.3195,7.207007874015748,18.095238095238095,184.039
2016-04-01,42.5912,5.7795,2.6607086614173228,22.083333333333332,231.589
2016-05-01,46.383799999999994,6.57,1.3571653543307087,11.5,297.886
2016-06-01,59.610200000000006,14.561,0.7187401574803151,,298.638
2016-07-01,64.7564,17.942,0.003464566929133858,,64.442
2016-08-01,63.8888,17.413,0.010472440944881891,,12.355
2016-09-01,56.444,13.4335,0.03830708661417323,,5.232
2016-10-01,48.0506,7.9665,5.386377952755906,,66.987
2016-11-01,41.1476,6.397,2.475157480314961,,46.341
2016-12-01,33.9494,3.717,8.668267716535434,,99.377
2017-01-01,32.0,2.2205,27.61224409448819,,487.701
2017-02-01,33.782,2.9875,16.37988188976378,23.11904761904762,529.376
2017-03-01,39.477199999999996,5.268,4.005275590551181,33.28260869565217,355.267
2017-04-01,40.584199999999996,4.7825,6.780984251968504,33.916666666666664,515.595
2017-05-01,49.0676,8.1295,0.3365748031496063,31.925,826.804
2017-06-01,58.9226,13.087,0.1919685039370079,,897.226
2017-07-01,66.36019999999999,17.3335,0.03051181102362205,,401.464
2017-08-01,64.3028,15.432,0.34354330708661424,,121.202
2017-09-01,55.76,10.8725,1.122007874015748,,48.06
2017-10-01,49.3412,11.0,0.2843700787401575,,22.42
2017-11-01,42.953,5.761500000000001,3.67251968503937,,38.438
2017-12-01,39.3854,6.817,0.14078740157480316,,25.232
2018-01-01,38.741,4.577500000000001,3.690944881889764,,44.19
2018-02-01,32.7596,4.872999999999999,0.94996062992126,4.2,27.303
2018-03-01,33.4292,3.4725,15.99988188976378,3.4,210.828
2018-04-01,43.0934,6.255999999999999,3.5090157480314965,11.916666666666666,380.433
2018-05-01,47.9966,6.526,0.38996062992125985,5.875,313.819
2018-06-01,58.153999999999996,13.602,0.0,,180.637
2018-07-01,67.3124,17.209,0.2658267716535433,,72.796
2018-08-01,63.998599999999996,17.1955,0.021889763779527564,,25.417
2018-09-01,58.8488,15.051,0.01720472440944882,,7.466
2018-10-01,47.3864,7.8845,1.1320078740157482,,13.224
2018-11-01,42.0278,6.7755,6.283582677165355,,20.081
2018-12-01,34.2176,3.5285,2.1007086614173227,,28.731
2019-01-01,34.2968,3.533,9.006850393700788,,82.353
2019-02-01,32.0,1.9715,16.82177165354331,15.826086956521738,211.233
2019-03-01,34.0916,3.4,8.148070866141733,29.69047619047619,235.892
